1,37;20:45:33;09/04/2026
1,04;20:45:21;09/04/2026
1,57;20:45:04;09/04/2026
1,15;20:44:50;09/04/2026
1,04;20:44:38;09/04/2026
1,04;20:44:26;09/04/2026
1,07;20:44:12;09/04/2026
1,32;20:43:57;09/04/2026
3,56;20:43:30;09/04/2026
6,07;20:42:56;09/04/2026
1,94;20:42:36;09/04/2026
64,36;20:41:34;09/04/2026
1,62;20:41:16;09/04/2026
1,82;20:40:55;09/04/2026
1,34;20:40:33;09/04/2026
4,29;20:40:04;09/04/2026
1,36;20:39:48;09/04/2026
1,43;20:39:31;09/04/2026
1,31;20:39:16;09/04/2026
1,58;20:38:56;09/04/2026
4,01;20:38:27;09/04/2026
1,77;20:38:07;09/04/2026
2,64;20:37:40;09/04/2026
6,49;20:37:02;09/04/2026
1,77;20:36:43;09/04/2026
21,04;20:35:54;09/04/2026
1,08;20:35:41;09/04/2026
2,24;20:35:20;09/04/2026
2,20;20:34:58;09/04/2026
1,46;20:34:41;09/04/2026
2,98;20:34:16;09/04/2026
1,16;20:34:02;09/04/2026
1,12;20:33:49;09/04/2026
1,09;20:33:37;09/04/2026
1,26;20:33:21;09/04/2026
1,41;20:33:04;09/04/2026
1,55;20:32:46;09/04/2026
94,60;20:31:37;09/04/2026
3,76;20:31:08;09/04/2026
21,38;20:30:18;09/04/2026
3,80;20:29:47;09/04/2026
1,31;20:29:32;09/04/2026
1,08;20:29:17;09/04/2026
1,53;20:29:00;09/04/2026
1,92;20:28:35;09/04/2026
1,00;20:28:19;09/04/2026
4,94;20:27:48;09/04/2026
4,05;20:27:18;09/04/2026
1,73;20:26:59;09/04/2026
2,44;20:26:36;09/04/2026
1,22;20:26:20;09/04/2026
48,66;20:25:20;09/04/2026
4,07;20:24:52;09/04/2026
2,17;20:24:30;09/04/2026
2,92;20:24:05;09/04/2026
9,21;20:23:27;09/04/2026
1,53;20:23:09;09/04/2026
5,33;20:22:36;09/04/2026
6,27;20:22:02;09/04/2026
3,43;20:21:33;09/04/2026
1,50;20:21:14;09/04/2026
1,23;20:20:59;09/04/2026
2,05;20:20:36;09/04/2026
4,27;20:20:06;09/04/2026
1,29;20:19:51;09/04/2026
3,35;20:19:24;09/04/2026
2,63;20:19:00;09/04/2026
4,02;20:18:32;09/04/2026
1,54;20:18:15;09/04/2026
1,36;20:17:56;09/04/2026
2,04;20:17:35;09/04/2026
1,30;20:17:20;09/04/2026
1,31;20:17:05;09/04/2026
1,67;20:16:46;09/04/2026
1,99;20:16:24;09/04/2026
7,16;20:15:48;09/04/2026
2,95;20:15:23;09/04/2026
1,77;20:15:03;09/04/2026
2,56;20:14:39;09/04/2026
6,62;20:14:01;09/04/2026
5,08;20:13:29;09/04/2026
2,57;20:13:05;09/04/2026
5,89;20:12:30;09/04/2026
3,11;20:12:01;09/04/2026
1,32;20:11:45;09/04/2026
1,36;20:11:27;09/04/2026
13,90;20:10:43;09/04/2026
1,02;20:10:30;09/04/2026
1,01;20:10:18;09/04/2026
25,90;20:09:26;09/04/2026
2,15;20:09:05;09/04/2026
1,12;20:08:52;09/04/2026
1,29;20:08:36;09/04/2026
2,62;20:08:12;09/04/2026
1,77;20:07:53;09/04/2026
1,09;20:07:40;09/04/2026
2,27;20:07:18;09/04/2026
1,00;20:07:05;09/04/2026
10,70;20:06:24;09/04/2026
1,24;20:06:10;09/04/2026
1,96;20:05:48;09/04/2026
2,11;20:05:26;09/04/2026
3,99;20:04:57;09/04/2026
1,68;20:04:38;09/04/2026
54,63;20:03:37;09/04/2026
2,56;20:03:14;09/04/2026
2,04;20:02:51;09/04/2026
1,42;20:02:34;09/04/2026
1,50;20:02:18;09/04/2026
39,42;20:01:19;09/04/2026
3,34;20:00:52;09/04/2026
1,01;20:00:37;09/04/2026
1,06;20:00:24;09/04/2026
1,45;20:00:06;09/04/2026
10,70;19:59:23;09/04/2026
6,50;19:58:46;09/04/2026
1,65;19:58:28;09/04/2026
3,34;19:58:02;09/04/2026
3,74;19:57:34;09/04/2026
1,21;19:57:20;09/04/2026
1,00;19:57:09;09/04/2026
1,96;19:56:49;09/04/2026
1,13;19:56:34;09/04/2026
1,17;19:56:21;09/04/2026
11,03;19:55:39;09/04/2026
3,58;19:55:13;09/04/2026
10,75;19:54:32;09/04/2026
1,85;19:54:09;09/04/2026
1,27;19:53:55;09/04/2026
1,01;19:53:41;09/04/2026
1,18;19:53:27;09/04/2026
1,59;19:53:08;09/04/2026
1,21;19:52:51;09/04/2026
2,93;19:52:26;09/04/2026
1,22;19:52:10;09/04/2026
1,14;19:51:55;09/04/2026
1,00;19:51:42;09/04/2026
1,00;19:51:28;09/04/2026
1,62;19:51:06;09/04/2026
4,42;19:50:34;09/04/2026
5,84;19:50:01;09/04/2026
1,05;19:49:48;09/04/2026
1,76;19:49:28;09/04/2026
4,57;19:48:57;09/04/2026
1,22;19:48:41;09/04/2026
43,79;19:47:44;09/04/2026
2,81;19:47:19;09/04/2026
1,18;19:47:04;09/04/2026
1,16;19:46:51;09/04/2026
6,07;19:46:17;09/04/2026
1,27;19:46:02;09/04/2026
2,18;19:45:40;09/04/2026
17,49;19:44:54;09/04/2026
1,80;19:44:33;09/04/2026
1,46;19:44:16;09/04/2026
2,07;19:43:55;09/04/2026
1,08;19:43:42;09/04/2026
2,57;19:43:19;09/04/2026
9,41;19:42:40;09/04/2026
1,73;19:42:21;09/04/2026
3,62;19:41:54;09/04/2026
1,13;19:41:40;09/04/2026
1,93;19:41:15;09/04/2026
1,34;19:40:58;09/04/2026
1,24;19:40:44;09/04/2026
1,21;19:40:30;09/04/2026
2,21;19:40:09;09/04/2026
3,84;19:39:40;09/04/2026
3,84;19:39:11;09/04/2026
1,83;19:38:52;09/04/2026
1,05;19:38:37;09/04/2026
1,01;19:38:24;09/04/2026
76,87;19:37:20;09/04/2026
5,87;19:36:46;09/04/2026
1,93;19:36:26;09/04/2026
7,24;19:35:50;09/04/2026
1,31;19:35:35;09/04/2026
3,90;19:35:06;09/04/2026
1,82;19:34:47;09/04/2026
4,58;19:34:14;09/04/2026
2,93;19:33:49;09/04/2026
1,02;19:33:37;09/04/2026
2,15;19:33:15;09/04/2026
1,07;19:33:02;09/04/2026
2,22;19:32:39;09/04/2026
2,55;19:32:16;09/04/2026
6,86;19:31:38;09/04/2026
2,13;19:31:16;09/04/2026
5,72;19:30:43;09/04/2026
3,22;19:30:17;09/04/2026
2,43;19:29:54;09/04/2026
6,89;19:29:19;09/04/2026
1,71;19:29:01;09/04/2026
1,82;19:28:42;09/04/2026
11,08;19:28:01;09/04/2026
1,13;19:27:48;09/04/2026
1,00;19:27:36;09/04/2026
1,00;19:27:24;09/04/2026
2,61;19:27:01;09/04/2026
1,05;19:26:48;09/04/2026
1,71;19:26:27;09/04/2026
20,79;19:25:38;09/04/2026
2,00;19:25:17;09/04/2026
1,16;19:25:02;09/04/2026
2,88;19:24:37;09/04/2026
4,98;19:24:05;09/04/2026
2,07;19:23:44;09/04/2026
1,48;19:23:27;09/04/2026
2,11;19:23:07;09/04/2026
1,10;19:22:53;09/04/2026
1,13;19:22:38;09/04/2026
5,18;19:22:06;09/04/2026
29,84;19:21:11;09/04/2026
5,04;19:20:37;09/04/2026
3,32;19:20:06;09/04/2026
1,00;19:19:53;09/04/2026
2,42;19:19:30;09/04/2026
2,05;19:19:06;09/04/2026
1,68;19:18:47;09/04/2026
1,95;19:18:26;09/04/2026
1,95;19:18:06;09/04/2026
2,51;19:17:41;09/04/2026
3,38;19:17:13;09/04/2026
3,18;19:16:47;09/04/2026
1,31;19:16:32;09/04/2026
1,20;19:16:15;09/04/2026
1,18;19:15:58;09/04/2026
2,42;19:15:35;09/04/2026
1,17;19:15:21;09/04/2026
4,94;19:14:49;09/04/2026
9,17;19:14:09;09/04/2026
6,14;19:13:33;09/04/2026
6,21;19:12:57;09/04/2026
3,37;19:12:30;09/04/2026
3,60;19:12:01;09/04/2026
2,09;19:11:40;09/04/2026
2,06;19:11:19;09/04/2026
1,01;19:11:07;09/04/2026
4,05;19:10:37;09/04/2026
1,31;19:10:21;09/04/2026
4,22;19:09:50;09/04/2026
1,14;19:09:35;09/04/2026
1,13;19:09:22;09/04/2026
1,43;19:09:06;09/04/2026
1,64;19:08:46;09/04/2026
5,52;19:08:12;09/04/2026
21,01;19:07:24;09/04/2026
